like1_1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation1_1,simulation1_2,simulation1_3,simulation1_4,simulation1_5,simulation1_6,simulation1_7,simulation1_8,simulation1_9,simulation1_10,simulation1_11,simulation1_12,simulation1_13,simulation1_14,simulation1_15,simulation1_16,simulation1_17,simulation1_18,simulation1_19,simulation1_20,simulation1_21,simulation1_22,simulation1_23,simulation1_24,simulation1_25,simulation1_26,simulation1_27,simulation1_28,simulation1_29,simulation1_30,simulation1_31,simulation1_32,simulation1_33,simulation1_34,simulation1_35,simulation1_36,simulation1_37,simulation1_38,simulation1_39,simulation1_40,simulation1_41,simulation1_42,simulation1_43,simulation1_44,simulation1_45,simulation1_46,simulation1_47,simulation1_48,simulation1_49,simulation1_50,simulation1_51,simulation1_52,simulation1_53,simulation1_54,simulation1_55,simulation1_56,simulation1_57,simulation1_58,simulation1_59,simulation1_60,simulation1_61,simulation1_62,simulation1_63,simulation1_64,simulation1_65,simulation1_66,simulation1_67,simulation1_68,simulation1_69,simulation1_70,simulation1_71,simulation1_72,simulation1_73,simulation1_74,simulation1_75,simulation1_76,simulation1_77,simulation1_78,simulation1_79,simulation1_80,simulation1_81,simulation1_82,simulation1_83,simulation1_84,simulation1_85,simulation1_86,simulation1_87,simulation1_88,simulation1_89,simulation1_90,simulation1_91,simulation1_92,simulation1_93,simulation1_94,simulation1_95,simulation1_96,simulation1_97,simulation1_98,simulation1_99,simulation1_100,simulation1_101,simulation1_102,simulation1_103,simulation1_104,simulation1_105,simulation1_106,simulation1_107,simulation1_108,simulation1_109,simulation1_110,simulation1_111,simulation1_112,simulation1_113,simulation1_114,simulation1_115,simulation1_116,simulation1_117,simulation1_118,simulation1_119,simulation1_120,simulation1_121,simulation1_122,simulation1_123,simulation1_124,simulation1_125,simulation1_126,simulation1_127,simulation1_128,simulation1_129,simulation1_130,simulation1_131,simulation1_132,simulation1_133,simulation1_134,simulation1_135,simulation1_136,simulation1_137,simulation1_138,simulation1_139,simulation1_140,simulation1_141,simulation1_142,simulation1_143,simulation1_144,simulation1_145,simulation1_146,simulation1_147,simulation1_148,simulation1_149,simulation1_150,simulation1_151,simulation1_152,simulation1_153,simulation1_154,simulation1_155,simulation1_156,simulation1_157,simulation1_158,simulation1_159,simulation1_160,simulation1_161,simulation1_162,simulation1_163,simulation1_164,simulation1_165,simulation1_166,simulation1_167,simulation1_168,simulation1_169,simulation1_170,simulation1_171,simulation1_172,simulation1_173,simulation1_174,simulation1_175,simulation1_176,simulation1_177,simulation1_178,simulation1_179,simulation1_180,simulation1_181,simulation1_182,simulation1_183,simulation1_184,simulation1_185,simulation1_186,simulation1_187,simulation1_188,simulation1_189,simulation1_190,simulation1_191,simulation1_192,simulation1_193,simulation1_194,simulation1_195,simulation1_196,simulation1_197,simulation1_198,simulation2_1,chain
-2.68,-0.00732,0.0001493,0.015236,1.305,0.2013,0.855,0.5127,7.207,3.662,0.0,0.0,0.0,0.0,0.0712,0.1815,0.2527,0.3213,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.2188,0.268,0.2925,0.3362,0.3567,0.3074,0.2673,0.0712,0.0,0.0712,0.1573,0.1663,0.3584,0.3584,0.2397,0.3584,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2715,0.2747,0.2896,0.3845,0.3315,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.1815,0.2141,0.2705,0.3157,0.3845,0.3845,0.3845,0.3855,0.0,0.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1815,0.2141,0.3372,0.3584,0.3855,0.3892,0.1173,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2472,0.3584,0.3892,0.392,0.3372,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1815,0.2472,0.3584,0.3855,0.3855,0.392,0.392,0.392,0.392,0.392,0.392,0.2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1663,0.2188,0.3157,0.392,0.3315,0.392,0.392,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1122,0.2472,0.327,0.3594,0.3845,0.3157,0.392,0.392,0.2761,0.3845,0.2239,0.0,0.0,0.0,0.0,-0.2155,1.0
-2.684,-0.00738,2.56e-05,0.004368,1.524,0.257,0.8403,0.426,7.27,3.264,0.0,0.0,0.0,0.0,0.0,0.1663,0.2527,0.3372,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1871,0.2435,0.2844,0.3315,0.3372,0.1769,0.1881,0.0,0.0,0.0,0.0,0.0,0.3362,0.3584,0.2328,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.2487,0.2896,0.392,0.3157,0.4014,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10333,0.1243,0.1871,0.2341,0.3157,0.3845,0.392,0.4026,0.412,0.0,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1871,0.3213,0.3584,0.412,0.412,0.081,0.1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.3584,0.412,0.421,0.3074,0.4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.2207,0.3584,0.3855,0.392,0.4312,0.4312,0.4312,0.4404,0.4404,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1471,0.2141,0.3074,0.407,0.2925,0.4404,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.31,0.3372,0.3584,0.31,0.4404,0.4404,0.1815,0.3193,0.0,0.0,0.0,0.0,0.0,-0.3015,1.0
-2.684,-0.005173,0.0001966,0.04614,1.115,0.2896,0.896,0.4636,8.18,3.367,0.0,0.0,0.0,0.0,0.0,0.1355,0.2253,0.2896,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.1815,0.2328,0.2732,0.3362,0.3604,0.2141,0.2104,0.0,0.0,0.068,0.2361,0.1122,0.3584,0.3752,0.1815,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2462,0.2527,0.2896,0.3845,0.3174,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.1769,0.0712,0.1992,0.2207,0.2896,0.392,0.392,0.392,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.1815,0.3157,0.3584,0.4014,0.404,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3584,0.404,0.404,0.3845,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1583,0.256,0.3875,0.3994,0.4014,0.4026,0.4026,0.4026,0.4055,0.4055,0.3132,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1471,0.2151,0.3567,0.4055,0.3584,0.412,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3562,0.3594,0.392,0.29,0.421,0.421,0.2141,0.3855,0.2239,0.0,0.0,0.0,0.0,-0.2346,1.0
-2.684,-0.006695,0.00011754,0.000739,1.187,0.3203,0.78,0.5117,22.36,5.49,0.0,0.0,0.0,0.0,0.081,0.1871,0.2732,0.347,0.3584,0.0,0.0,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2341,0.2896,0.3315,0.3584,0.3584,0.3584,0.2374,0.1396,0.0,0.0666,0.1583,0.1592,0.3584,0.3584,0.2328,0.3845,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.2896,0.3157,0.347,0.392,0.3315,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871,0.2141,0.2151,0.2896,0.3362,0.3845,0.392,0.392,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871,0.2207,0.256,0.3584,0.392,0.392,0.392,0.09216,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.256,0.3845,0.392,0.392,0.3567,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2141,0.2732,0.3892,0.392,0.392,0.392,0.392,0.392,0.4014,0.4014,0.4014,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0982,0.1494,0.2141,0.2896,0.4014,0.3547,0.4014,0.4014,0.0712,0.07263,0.0666,0.1583,0.1583,0.1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769,0.2896,0.3372,0.3687,0.4014,0.3157,0.4026,0.4026,0.3845,0.4026,0.3567,0.0,0.0,0.0,0.0,-0.2979,1.0
-2.691,-0.00741,1.02e-05,0.04938,1.147,0.3342,0.864,0.5474,6.76,6.87,0.0,0.0,0.0,0.0,0.0,0.1396,0.2412,0.2896,0.3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1932,0.2505,0.2844,0.3213,0.3584,0.3584,0.2104,0.0712,0.0,0.0,0.0,0.0,0.3584,0.365,0.2397,0.3855,0.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.256,0.2896,0.3855,0.3389,0.3892,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.1396,0.2207,0.2896,0.3752,0.3892,0.3892,0.3892,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1769,0.3362,0.3594,0.392,0.392,0.09216,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3855,0.392,0.392,0.3567,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10474,0.2151,0.3875,0.392,0.3906,0.3906,0.3906,0.3906,0.3953,0.3953,0.3953,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1769,0.2449,0.4014,0.3584,0.4026,0.4026,0.0712,0.0666,0.0666,0.0666,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.3213,0.38,0.3967,0.3157,0.4026,0.4026,0.3953,0.4026,0.2374,0.0,0.0,0.0,0.0,-0.2654,1.0
-2.672,-0.00732,6.8e-06,0.01416,1.503,0.256,0.823,0.4692,7.492,3.924,0.0,0.0,0.0,0.0,0.0,0.1406,0.2435,0.3315,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769,0.2397,0.2705,0.3315,0.347,0.2207,0.1881,0.0,0.0,0.0,0.0,0.0,0.3362,0.3567,0.2328,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.2412,0.2844,0.3845,0.3157,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.0712,0.1583,0.2151,0.3074,0.3584,0.392,0.392,0.392,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.1815,0.3174,0.347,0.3953,0.3953,0.081,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.3372,0.3953,0.3953,0.3074,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.2141,0.347,0.3845,0.392,0.412,0.412,0.412,0.412,0.412,0.3743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1769,0.2412,0.4014,0.2925,0.4128,0.4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.3025,0.3372,0.3584,0.31,0.4255,0.4255,0.2141,0.327,0.0666,0.0,0.0,0.0,0.0,-0.2776,1.0
-2.695,-0.007034,0.0001223,0.01778,1.373,0.2228,0.7573,0.539,20.98,3.525,0.0,0.0,0.0,0.0,0.0712,0.1769,0.268,0.3315,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.2151,0.2705,0.3025,0.3372,0.3567,0.3567,0.2374,0.0,0.0,0.0,0.0712,0.1243,0.3562,0.3584,0.2328,0.3584,0.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505,0.2896,0.3157,0.3845,0.3174,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573,0.1769,0.1932,0.256,0.3157,0.3584,0.3845,0.3845,0.3845,0.0,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2141,0.2239,0.3362,0.3584,0.3845,0.3845,0.09216,0.2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.3562,0.3845,0.3845,0.3372,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1871,0.2412,0.3594,0.3892,0.3892,0.3892,0.392,0.392,0.392,0.392,0.392,0.2151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.1871,0.2207,0.3567,0.3157,0.392,0.392,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.256,0.3157,0.3584,0.3892,0.3127,0.392,0.392,0.2747,0.3892,0.2374,0.0,0.0,0.0,0.0,-0.243,1.0
-2.69,-0.007313,0.0001248,0.01852,1.393,0.2233,0.7676,0.454,19.25,3.143,0.0,0.0,0.0,0.0,0.09216,0.1871,0.2705,0.3562,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.2341,0.2732,0.3213,0.3584,0.3584,0.3074,0.2374,0.0,0.0,0.0,0.0712,0.1471,0.3584,0.3594,0.2397,0.3892,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2776,0.2896,0.3315,0.392,0.3213,0.4014,0.4014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.1871,0.2141,0.2732,0.3362,0.3845,0.392,0.4014,0.4014,0.0,0.4014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.2141,0.2462,0.3372,0.3845,0.3953,0.4026,0.09216,0.1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.3584,0.4026,0.4026,0.3372,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.1932,0.2705,0.3845,0.392,0.4026,0.4026,0.4026,0.412,0.412,0.412,0.3743,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0982,0.1663,0.2188,0.2896,0.392,0.3157,0.412,0.412,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.2896,0.3362,0.3584,0.4014,0.3127,0.412,0.412,0.2207,0.3594,0.2239,0.0,0.0,0.0,0.0,-0.3372,1.0
-2.703,-0.005264,8.047e-05,0.0481,1.118,0.2467,0.803,0.5254,16.58,3.176,0.0,0.0,0.0,0.0,0.0,0.0,0.2043,0.2896,0.3074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.2141,0.256,0.3315,0.3315,0.2374,0.2374,0.0,0.0,0.0,0.0,0.0712,0.3315,0.3562,0.1815,0.3584,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.2207,0.2374,0.3584,0.3157,0.3584,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769,0.2239,0.3315,0.3584,0.3584,0.3584,0.0,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1583,0.3074,0.3362,0.3594,0.3752,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871,0.3372,0.3674,0.38,0.3567,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992,0.3845,0.3845,0.38,0.38,0.387,0.387,0.387,0.387,0.1415,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936,0.2151,0.3892,0.3567,0.3906,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992,0.2374,0.3584,0.3906,0.29,0.3906,0.3906,0.2207,0.387,0.2104,0.0,0.0,0.0,0.0,-0.3362,1.0
-2.707,-0.007263,0.00010264,0.04697,1.132,0.2556,0.832,0.597,7.363,5.105,0.0,0.0,0.0,0.0,0.0,0.1494,0.2603,0.3157,0.3315,0.0,0.0,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.2141,0.2747,0.2896,0.347,0.3584,0.3584,0.344,0.1396,0.0,0.0666,0.1406,0.1494,0.3584,0.3584,0.2435,0.3855,0.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.2896,0.3157,0.3855,0.3389,0.3855,0.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1681,0.1871,0.2239,0.3157,0.3594,0.3855,0.3855,0.3855,0.0,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1815,0.2151,0.3372,0.3594,0.3892,0.3892,0.1122,0.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3855,0.3892,0.3892,0.3584,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1815,0.2412,0.3875,0.3892,0.3892,0.3892,0.392,0.392,0.392,0.392,0.392,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663,0.2043,0.2449,0.392,0.367,0.392,0.392,0.09216,0.0666,0.0666,0.0666,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936,0.2239,0.3362,0.38,0.392,0.3213,0.392,0.392,0.3892,0.392,0.3892,0.0,0.0,0.0,0.0,-0.295,1.0
-2.697,-0.006493,6.89e-05,0.001409,1.369,0.2979,0.7754,0.526,13.41,5.9,0.0,0.0,0.0,0.0,0.0,0.1663,0.2527,0.3362,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1932,0.2617,0.2896,0.3362,0.3584,0.3584,0.1881,0.0,0.0,0.0,0.0,0.0712,0.3584,0.3584,0.2188,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.2896,0.3157,0.3892,0.3157,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1681,0.1871,0.256,0.3157,0.3845,0.392,0.392,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1932,0.2207,0.3362,0.3845,0.392,0.392,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3594,0.392,0.3906,0.3157,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1681,0.2239,0.3845,0.392,0.3953,0.3953,0.3953,0.3953,0.3953,0.3953,0.3953,0.2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1871,0.2412,0.392,0.31,0.3953,0.3953,0.0,0.0,0.0666,0.0666,0.0666,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2412,0.3157,0.3567,0.3953,0.2905,0.3953,0.3953,0.3362,0.4026,0.2374,0.0,0.0,0.0,0.0,-0.2732,1.0
-2.705,-0.006897,6.926e-05,0.01624,1.171,0.2461,0.893,0.5713,5.07,7.08,0.0,0.0,0.0,0.0,0.0,0.1406,0.2462,0.3025,0.3213,0.0,0.0,0.1583,0.1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1932,0.2487,0.2778,0.3213,0.3372,0.347,0.3074,0.1406,0.0,0.0666,0.1681,0.175,0.347,0.3567,0.2397,0.3594,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505,0.2715,0.2925,0.3594,0.3372,0.3594,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1681,0.1769,0.1932,0.2412,0.3074,0.3584,0.3594,0.3594,0.3594,0.0,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1406,0.1932,0.3362,0.3584,0.3752,0.3752,0.09216,0.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.365,0.3752,0.3845,0.3567,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10333,0.1681,0.2207,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1471,0.1932,0.2896,0.3845,0.3562,0.392,0.392,0.081,0.1992,0.1648,0.2207,0.2207,0.2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2207,0.3213,0.3733,0.3892,0.3157,0.392,0.392,0.392,0.392,0.392,0.0,0.0,0.0,0.0,-0.264,1.0
-2.695,-0.00639,3.77e-05,0.00813,1.304,0.295,0.83,0.515,8.09,5.594,0.0,0.0,0.0,0.0,0.0,0.1396,0.2361,0.3157,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1663,0.2397,0.2776,0.3315,0.3584,0.3584,0.1881,0.0,0.0,0.0,0.0,0.0,0.3584,0.3584,0.2188,0.3594,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.2462,0.2896,0.3845,0.3157,0.3892,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.10333,0.1583,0.2207,0.3074,0.3845,0.3892,0.3892,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1871,0.3315,0.3584,0.3906,0.3906,0.0,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3584,0.3906,0.3906,0.3157,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.2151,0.3752,0.3855,0.392,0.3906,0.3906,0.3906,0.3953,0.3953,0.3953,0.1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.1769,0.2374,0.4014,0.3157,0.3953,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3074,0.3562,0.3892,0.3025,0.3953,0.4026,0.3157,0.4102,0.2104,0.0,0.0,0.0,0.0,-0.269,1.0
